"BRCD","BRANCH","CIRCLE","NETWORK","MOD NO","MODULE","REG NO","BGL","BGLDESC","REF","AMOUNT","POST DATE","DAYS","TAT","SL NO","OVERDUE","DAYS PASSED"
"11064","AGRI COMM BRANCH THIRUPPUVANAM          ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000465766890","-9579.45","2025-02-19","27","45","2","-18","28"
"11064","AGRI COMM BRANCH THIRUPPUVANAM          ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000466401928","-15955.35","2025-02-27","19","45","2","-26","20"
"11064","AGRI COMM BRANCH THIRUPPUVANAM          ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250221402734147","-10000","2025-02-21","25","45","3","-20","26"
"11066","AGRI COMM BRANCH NATHAM                 ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250221402734371","-300","2025-02-21","25","45","3","-20","26"
"11066","AGRI COMM BRANCH NATHAM                 ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224565628252","-3000","2025-02-24","22","45","3","-23","23"
"11066","AGRI COMM BRANCH NATHAM                 ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS00000000466985095","-11.8","2025-03-05","13","45","3","-32","14"
"11066","AGRI COMM BRANCH NATHAM                 ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250312514975298","-500","2025-03-12","6","45","3","-39","7"
"11066","AGRI COMM BRANCH NATHAM                 ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS00000000467836947","-10000","2025-03-16","2","45","3","-43","3"
"11066","AGRI COMM BRANCH NATHAM                 ","CHENNAI","2","22","TRICHY","4","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000468080083","74700","2025-03-18","0","45","1","-45","1"
"11066","AGRI COMM BRANCH NATHAM                 ","CHENNAI","2","22","TRICHY","4","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000468082744","111800","2025-03-18","0","45","1","-45","1"
"11067","BATLAGUNDU ","CHENNAI","2","22","TRICHY","4","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000466500478","-3000","2025-02-28","18","45","2","-27","19"
"11070","NEEDMANGALAM ","CHENNAI","2","22","TRICHY","5","98731","SUSPENSE - OTHERS","SYS00000000467971075","-38301.67","2025-03-17","1","45","2","-44","2"
"11070","NEEDMANGALAM ","CHENNAI","2","22","TRICHY","5","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000467542332","-11000","2025-03-12","6","45","2","-39","7"
"11070","NEEDMANGALAM ","CHENNAI","2","22","TRICHY","5","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000467469042","129124","2025-03-11","7","45","1","-38","8"
"11073","AGRI COMM BRANCH KEERANUR               ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250318513481879","-2.7","2025-03-18","0","45","3","-45","1"
"11073","AGRI COMM BRANCH KEERANUR               ","CHENNAI","2","22","TRICHY","2","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000466756069","-6000","2025-03-03","15","45","2","-30","16"
"11073","AGRI COMM BRANCH KEERANUR               ","CHENNAI","2","22","TRICHY","2","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000468041743","-5055","2025-03-18","0","45","2","-45","1"
"11073","AGRI COMM BRANCH KEERANUR               ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000465864358","-9007.16","2025-02-20","26","45","2","-19","27"
"11073","AGRI COMM BRANCH KEERANUR               ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000466312414","-258000","2025-02-26","20","45","2","-25","21"
"11073","AGRI COMM BRANCH KEERANUR               ","CHENNAI","2","22","TRICHY","2","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000467574618","7000","2025-03-12","6","45","1","-39","7"
"11073","AGRI COMM BRANCH KEERANUR               ","CHENNAI","2","22","TRICHY","2","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000467570314","776","2025-03-12","6","45","1","-39","7"
"11073","AGRI COMM BRANCH KEERANUR               ","CHENNAI","2","22","TRICHY","2","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000468074574","11000","2025-03-18","0","45","1","-45","1"
"11073","AGRI COMM BRANCH KEERANUR               ","CHENNAI","2","22","TRICHY","2","2399868","TRICKLE FEED REJECTED CREDIT AC","SYS20250318378298109","5055","2025-03-18","0","1","4","-1","1"
"11073","AGRI COMM BRANCH KEERANUR               ","CHENNAI","2","22","TRICHY","2","3199843","ATM CASH ADMIN DECREASE ACCOUNT","ADM18032025002618890","-5000","2025-03-18","0","20","7","-20","1"
"11073","AGRI COMM BRANCH KEERANUR               ","CHENNAI","2","22","TRICHY","2","4897932","INWARD SUBSIDY REMIT - NEFT/RTGS","SYS00000000467984645","333000","2025-03-17","1","7","6","-6","2"
"11073","AGRI COMM BRANCH KEERANUR               ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250317515540907","-1.8","2025-03-17","1","45","3","-44","2"
"11073","AGRI COMM BRANCH KEERANUR               ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250212500089657","-1.89","2025-02-12","34","45","3","-11","35"
"11073","AGRI COMM BRANCH KEERANUR               ","CHENNAI","2","22","TRICHY","2","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000467574618","-3600","2025-03-18","0","45","1","-45","1"
"11557","SRINIVASANAGAR ","CHENNAI","2","22","TRICHY","1","98731","SUSPENSE - OTHERS","SYS00000000466309219","-200000","2025-02-26","20","45","2","-25","21"
"11557","SRINIVASANAGAR ","CHENNAI","2","22","TRICHY","1","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000467347670","7000","2025-03-10","8","45","1","-37","9"
"11557","SRINIVASANAGAR ","CHENNAI","2","22","TRICHY","1","4597997","INB MISCELLANEOUS CREDIT IMPS","SYS00000000466983874","95.36","2025-03-05","13","15","7","-2","14"
"11557","SRINIVASANAGAR ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224566051885","-1000","2025-02-24","22","45","3","-23","23"
"11934","THOTTIAM ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250221402854354","-10000","2025-02-21","25","45","3","-20","26"
"11934","THOTTIAM ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250221402854445","-10000","2025-02-21","25","45","3","-20","26"
"11934","THOTTIAM ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250222312423275","-300","2025-02-22","24","45","3","-21","25"
"11934","THOTTIAM ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224566090863","-500","2025-02-24","22","45","3","-23","23"
"11934","THOTTIAM ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250306482619415","-300","2025-03-06","12","45","3","-33","13"
"11934","THOTTIAM ","CHENNAI","2","22","TRICHY","1","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000467299380","7000","2025-03-10","8","45","1","-37","9"
"11934","THOTTIAM ","CHENNAI","2","22","TRICHY","1","98731","SUSPENSE - OTHERS","SYS00000000467275904","-3819.15","2025-03-10","8","45","2","-37","9"
"11934","THOTTIAM ","CHENNAI","2","22","TRICHY","1","98731","SUSPENSE - OTHERS","SYS00000000467797261","-421.65","2025-03-15","3","45","2","-42","4"
"11934","THOTTIAM ","CHENNAI","2","22","TRICHY","1","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000465885636","720000","2025-02-20","26","45","1","-19","27"
"11934","THOTTIAM ","CHENNAI","2","22","TRICHY","1","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000465923467","2000","2025-02-21","25","45","1","-20","26"
"11934","THOTTIAM ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250317515544493","-115.78","2025-03-17","1","45","3","-44","2"
"11935","AGRI COMM BRANCH VIRALIMALAI            ","CHENNAI","2","22","TRICHY","4","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466855927","6000","2025-03-04","14","45","1","-31","15"
"11935","AGRI COMM BRANCH VIRALIMALAI            ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000467488685","-7040","2025-03-11","7","45","2","-38","8"
"11935","AGRI COMM BRANCH VIRALIMALAI            ","CHENNAI","2","22","TRICHY","4","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000467918230","1114000","2025-03-17","1","45","1","-44","2"
"11937","MANNACHANALLUR ","CHENNAI","2","22","TRICHY","1","98731","SUSPENSE - OTHERS","SYS00000000466879686","-12213.9","2025-03-04","14","45","2","-31","15"
"11937","MANNACHANALLUR ","CHENNAI","2","22","TRICHY","1","4597997","INB MISCELLANEOUS CREDIT IMPS","SYS20250315333912217","1501","2025-03-15","3","15","7","-12","4"
"11937","MANNACHANALLUR ","CHENNAI","2","22","TRICHY","1","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466631285","50000","2025-03-01","17","45","1","-28","18"
"11940","AGRI COMM BRANCH VADAMADURAI            ","CHENNAI","2","22","TRICHY","4","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466690742","6000","2025-03-03","15","45","1","-30","16"
"11940","AGRI COMM BRANCH VADAMADURAI            ","CHENNAI","2","22","TRICHY","4","3199304","SUNDRY DEPOSIT NEFT-GRPT FAILED TX","NEFTSBIN425073027657","2997.64","2025-03-14","4","45","1","-41","5"
"11940","AGRI COMM BRANCH VADAMADURAI            ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000467945112","-146693.61","2025-03-17","1","45","2","-44","2"
"11940","AGRI COMM BRANCH VADAMADURAI            ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000467836384","-177","2025-03-15","3","45","2","-42","4"
"11940","AGRI COMM BRANCH VADAMADURAI            ","CHENNAI","2","22","TRICHY","4","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000467824571","-2000","2025-03-15","3","45","2","-42","4"
"11940","AGRI COMM BRANCH VADAMADURAI            ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250221402854887","-324.78","2025-02-21","25","45","3","-20","26"
"11940","AGRI COMM BRANCH VADAMADURAI            ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS00000000465505857","-9000","2025-02-16","30","45","3","-15","31"
"11940","AGRI COMM BRANCH VADAMADURAI            ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS00000000465505853","-9000","2025-02-16","30","45","3","-15","31"
"11941","VEDASANDUR ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250312519208838","-2.36","2025-03-12","6","45","3","-39","7"
"11941","VEDASANDUR ","CHENNAI","2","22","TRICHY","4","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000467484358","15840","2025-03-11","7","45","1","-38","8"
"11941","VEDASANDUR ","CHENNAI","2","22","TRICHY","4","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000467480822","5500","2025-03-11","7","45","1","-38","8"
"11941","VEDASANDUR ","CHENNAI","2","22","TRICHY","4","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000465708513","99500","2025-02-18","28","45","1","-17","29"
"11941","VEDASANDUR ","CHENNAI","2","22","TRICHY","4","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000467484355","1711.34","2025-03-11","7","45","1","-38","8"
"11941","VEDASANDUR ","CHENNAI","2","22","TRICHY","4","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000467484354","60132","2025-03-11","7","45","1","-38","8"
"11941","VEDASANDUR ","CHENNAI","2","22","TRICHY","4","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000467480821","87419","2025-03-11","7","45","1","-38","8"
"11941","VEDASANDUR ","CHENNAI","2","22","TRICHY","4","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466739116","500","2025-03-03","15","45","1","-30","16"
"11941","VEDASANDUR ","CHENNAI","2","22","TRICHY","4","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466738125","6000","2025-03-03","15","45","1","-30","16"
"11941","VEDASANDUR ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000466739086","-4286.71","2025-03-03","15","45","2","-30","16"
"11941","VEDASANDUR ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250318521595935","-500","2025-03-18","0","45","3","-45","1"
"11941","VEDASANDUR ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250318520924711","-47500","2025-03-18","0","45","3","-45","1"
"12742","AGRI COMM BRANCH  SINGAMPUNARI          ","CHENNAI","2","22","TRICHY","3","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000465785138","300000","2025-02-19","27","45","1","-18","28"
"12742","AGRI COMM BRANCH  SINGAMPUNARI          ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000466313787","-11808","2025-02-26","20","45","2","-25","21"
"12742","AGRI COMM BRANCH  SINGAMPUNARI          ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000466311933","-1416","2025-02-26","20","45","2","-25","21"
"12742","AGRI COMM BRANCH  SINGAMPUNARI          ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000466235028","-3761.51","2025-02-25","21","45","2","-24","22"
"12742","AGRI COMM BRANCH  SINGAMPUNARI          ","CHENNAI","2","22","TRICHY","3","98582","CUST AC DEBITED - ATM CASH NOT DISBURSED","SYS00000000468008866","1000","2025-03-18","0","15","7","-15","1"
"12742","AGRI COMM BRANCH  SINGAMPUNARI          ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224566709092","-2000","2025-02-24","22","45","3","-23","23"
"12758","SME BRANCH,  DINDIGUL                   ","CHENNAI","2","22","TRICHY","9","98731","SUSPENSE - OTHERS","SYS00000000466107209","-6167","2025-02-24","22","45","2","-23","23"
"12758","SME BRANCH,  DINDIGUL                   ","CHENNAI","2","22","TRICHY","9","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000466592520","-3000","2025-03-01","17","45","2","-28","18"
"12758","SME BRANCH,  DINDIGUL                   ","CHENNAI","2","22","TRICHY","9","98731","SUSPENSE - OTHERS","SYS00000000466107207","-295","2025-02-24","22","45","2","-23","23"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446430734","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446431660","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446433168","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446434420","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446438292","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446438694","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446443024","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446444491","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446447447","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446448712","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446449275","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446550259","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446550891","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446557152","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446572236","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446572407","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446572576","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446572748","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446574594","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446575992","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446578120","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446579427","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446580565","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446582701","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446583260","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446583357","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446584104","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446586087","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446586196","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446587029","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446587493","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446588537","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446588917","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446590340","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446592660","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446592981","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446594340","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446595188","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446598618","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446599004","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446801662","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446802692","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446802809","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224566715366","-1000","2025-02-24","22","45","3","-23","23"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224566715572","-524.78","2025-02-24","22","45","3","-23","23"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446192752","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446197839","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446400808","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446401386","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446402778","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446402893","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446403304","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446405183","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446406024","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446406799","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446408913","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446410648","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446412868","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446415207","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446415376","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446417658","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446420441","-59","2025-03-18","0","0","6","0","1"
"12762","AGRI COMM BRANCH THONDI                 ","CHENNAI","2","22","TRICHY","3","2399869","TRICKLE FEED REJECTED DEBIT AC","SYS20250318446421006","-59","2025-03-18","0","0","6","0","1"
